	type	mu	lambda	psi	p	R_naught	infectious_time	incubation_period	mu_error	lambda_error	psi_error	p_error	R_naught_error	infectious_time_error	incubation_period_error
33	PhyloDeep	0.132536540102798	1.567851393502739	0.4308887569815786		3.6386454	2.32078461968956	7.54508906920597	-0.20896861405039152	0.1404354227814704	-0.008544451364173684		0.15026379584100358	0.00861808819964778	0.2641723422889613
33	PyBDEI	0.1515699553359466	1.3563920629485855	0.4140451635668676		3.275951954766718	2.4151954617349407	6.597613608736333	-0.09536953549021349	-0.013377439866721283	-0.04730079828527706		0.035607627630524476	0.04964924731766567	0.10542374951068365
34	PyBDEI	0.1897357459298902	0.2990801896988738	0.2430677169957988		1.2304397860619356	4.1140798636673095	5.270488147075421	0.062101273096715204	0.10900716736682471	-0.08528413218306252		0.21240617593481054	0.09323565402511459	-0.05847019928302116
34	PhyloDeep	0.2096129987745245	0.2628150389301959	0.2298265817448872		1.1435363	4.3511067884655	4.7706965018695	0.173370003448414	-0.02546617293898329	-0.13511335949311445		0.1267763674669203	0.15622088857093228	-0.14775390792239243
34	BEAST2	0.1914259119283911	0.2959073683003319	0.2402680555394848		1.23157182770684	4.16201811661835	5.22395317293346	0.07156247109056026	0.09724215653377499	-0.09581985774241415		0.2135216261155058	0.1059743001025964	-0.06678329357478271
35	PyBDEI	0.0867149867304552	0.200178135263292	0.1307625988817587		1.5308516118152553	7.6474466594553085	11.53203197860594	-0.1504466286433626	0.11651098564984755	0.08732597027226591		0.0268410910577936	-0.08031259498970617	0.17708908435395412
35	BEAST2	0.0869900765839503	0.2002773735889405	0.1307645254242389		1.5315879665313	7.64733399028294	11.4955640835072	-0.14775155226412945	0.11706449605515876	0.0873419899880673		0.027335011744941195	-0.08032614466496049	0.17336676019376038
35	PhyloDeep	0.0932641297381952	0.1852160025984826	0.1237765690472123		1.4963737	8.07907350880414	10.7222358993445	-0.086284172630806	0.03305838745755375	0.029235264419379972		0.003714527834732011	-0.0284048413711057	0.09443217469400558
36	PyBDEI	0.0602055724926618	0.4255984305603929	0.1276474686149182		3.3341705493927285	7.834076232383111	16.60975817681801	0.15115278802372273	-0.038390249805165484	0.13375679051116188		-0.1518377148936093	-0.11797661688170079	-0.1313055830609769
36	BEAST2	0.0600711978935088	0.4282985316638827	0.128084290467969		3.34388026899357	7.80735870375983	16.6469129144511	0.1485834960454196	-0.03228956107798004	0.13763661474515457		-0.14936770988265027	-0.12098469138670181	-0.12936238119126225
36	PhyloDeep	0.0610956682479648	0.447846596451269	0.138393606661605		3.2360353	7.22576731774296	16.3677725226176	0.16817174769643442	0.01187791781107469	0.22920331298750027		-0.17680182999851357	-0.1864649326647489	-0.14396149198785227
37	PyBDEI	0.2119657050394	0.277945288555417	0.1999106052178131		1.3903478920119372	5.002235868929753	4.717744315355734	-0.06198245578079128	0.02424721648567637	0.012399260853067166		0.011702848955683638	-0.012247402119416155	0.06607814124882291
37	BEAST2	0.2142824262521168	0.2763082823392839	0.1989165514781649		1.38906632095728	5.02723374484888	4.66673827383043	-0.051730206992765725	0.018214737687570086	0.007365114364582673		0.010770298840287986	-0.007311266053945605	0.054552203786555765
37	PhyloDeep	0.2283116629572109	0.2649785630504856	0.1929588660342679		1.3732386	5.18245168284938	4.37997773327688	0.01035375210305234	-0.02353604537275155	-0.022806153103817495		-0.0007469267957963262	0.023338412512783773	-0.010247650470442975
38	PyBDEI	0.0486944129557828	0.6932847713184522	0.2275176673320794		3.047168949330647	4.395263065616893	20.53623689658306	-0.02831959844039136	0.0802198575432157	0.09089195980144285		-0.009782914029515664	-0.08331893821821425	0.029144972354012172
38	PhyloDeep	0.0544130045556504	0.5808523424338619	0.2281869756317492		2.5455105	4.38237106754862	18.3779596103218	0.0857929464045479	-0.09496319469948604	0.09410113054980701		-0.1728033359715887	-0.0860077079917829	-0.07901409443544476
38	BEAST2	0.0484856363236478	0.7000004726250695	0.22915623149757		3.0546866129298	4.36383507210278	20.6246648662064	-0.03248566492389963	0.09068371627610085	0.09874847703244748		-0.007339951704077546	-0.08987359627487487	0.03357641716114112
39	PhyloDeep	0.0269299991799952	0.1700131025551985	0.1096559471545497		1.550423	9.11943242431342	37.1333097084846	0.08469723632828098	-0.026196850043371914	-0.012981684478174474		-0.013388977040624868	0.01315242511108873	-0.07808375783733394
39	BEAST2	0.027087194305743	0.1696218636297337	0.111892558377514		1.5159351621709	8.9371448334044	36.917813957128	0.09102880423228511	-0.0284377931958538	0.007150157880143426		-0.03533529811572851	-0.0070993960773374975	-0.08343391474099687
39	PyBDEI	0.0270923177623131	0.169789640810178	0.1115653614601458		1.521884916501001	8.963355533583126	36.91083239068799	0.09123516885728533	-0.027476796988197032	0.004205043104293419		-0.03154917445400655	-0.004187434760629173	-0.0836072475127672
