	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
28	real	38.1005749		1.0	0.0	0.1607901496667319	0.5863806506924703	0.19572555574451792	0.611773575618017	2.9959329963935697	5.109194842728191	6.2192864554992315
28	PyBDEI (lambda)					0.1160383433205795	0.5863806506924703	0.14229120684806162	0.8993562044599819	4.1209900715692624	7.027841158644461	8.617841063425878
28	PyBDEI (psi)					0.1047352856934122	0.7760856036712784	0.19572555574451792	0.6577789841824191	3.9651725637928905	5.109194842728192	9.547880577012636
29	PyBDEI (p)					0.030424389348561738	0.3755329812259289	0.13394367537593982	0.158022100106939	2.80366340681574	7.465824699772493	32.86836716896253
29	real	203.116306		1.0	0.0	0.03000401483863901	0.4082159030659852	0.13357117620546866	0.158022100106939	3.0561676153696404	7.486645161091709	33.32887299842971
29	PyBDEI (psi)					0.030176800390696725	0.3761146585735312	0.13357117620546866	0.1594530173185953	2.8158369886251875	7.486645161091709	33.13803938963297
29	PyBDEI (mu)					0.03000401483863901	0.3737673007981655	0.13199511600609348	0.16141693096928506	2.831675232445045	7.576037888809731	33.3288729984297
29	PyBDEI (lambda)					0.0295885824508172	0.4082159030659852	0.14441800884057335	0.1494208708892625	2.8266274153982063	6.924344186907637	33.796820164069096
30	PyBDEI (psi)					0.17508640122148605	1.1116533261714443	0.7191845017329399	0.6976085499119659	1.5457136847259851	1.3904637788918	5.7114658421415045
30	PyBDEI (p)					0.18773735376151152	1.1733661206750123	0.7656709190802047	0.600737301602517	1.5324679198794295	1.3060441177539996	5.326590473147557
30	PyBDEI (lambda)					0.1737407338225973	1.2371243973738468	0.7666146157630374	0.6506432475264066	1.613750079813565	1.3044363875122134	5.755702638053073
30	PyBDEI (mu)					0.1923527847873552	1.0871459340195146	0.7149868943331299	0.6697731612474308	1.52051169418077	1.3986270348811114	5.198780985185599
30	real	59.964574082		1.0	0.0	0.1923527847873552	1.2371243973738468	0.7191845017329399	0.600737301602517	1.72017666453168	1.3904637788918002	5.198780985185599
31	PyBDEI (psi)					0.13663452558947675	1.3130085743052011	0.2775524837643472	0.8882130902461491	4.7306677155157315	3.60292218047322	7.318794394650553
31	real	37.19900059999999		1.0	0.0	0.141030036025229	1.3415561957918247	0.2775524837643472	0.8219365221323579	4.83352257416964	3.6029221804732203	7.090688112857809
31	PyBDEI (lambda)					0.14523727785927454	1.3415561957918247	0.34282179832148924	0.7799345166690984	3.913275650382502	2.9169673716670332	6.885284651017317
31	PyBDEI (p)					0.13566599729985587	1.3807077369419651	0.3308061850445488	0.8219365221323579	4.173766390601279	3.0229180868106584	7.371043739056804
31	PyBDEI (mu)					0.141030036025229	1.41308369705174	0.3547293427174509	0.7552329513223643	3.983554577770832	2.8190506946489626	7.090688112857809
32	real	71.831585		1.0	0.0	0.23588156514006314	1.0073646368569718	0.5789556643538523	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	PyBDEI (p)					0.25823003835204944	0.8424596799642722	0.4925965948150517	0.08444202266268201	1.7102425977600977	2.0300586941236487	3.8725161734928872
32	PyBDEI (psi)					0.2893801272897451	0.9350353321668278	0.5789556643538523	0.06657799884745823	1.6150378858636452	1.7272479769518403	3.4556623129781774
32	PyBDEI (mu)					0.23588156514006314	0.8126356142437059	0.4555539468004498	0.09646345665681363	1.7838405746480597	2.195129703130502	4.2394156550818805
32	PyBDEI (lambda)					0.30686088438371817	1.0073646368569718	0.6427055166460826	0.05804142754810855	1.5673813445912823	1.5559225401058259	3.2588057028133215
33	PyBDEI (psi)					0.16052442048856352	1.3756429194859237	0.4346021942934824	0.2007505280436983	3.1652921626920407	2.3009547883799	6.229581748100716
33	PyBDEI (lambda)					0.17383168779307012	1.3747831417572252	0.4678415891124045	0.1839598441083818	2.938565475475325	2.1374756397720303	5.752691081216468
33	PyBDEI (mu)					0.167549028340629	1.4894956204423797	0.5033915507352121	0.17388580704416254	2.958920582331876	1.9865251980083547	5.968402263527241
33	PyBDEI (p)					0.15156995533594667	1.3563920629485855	0.4140451635668677	0.223869740549289	3.275951954766718	2.4151954617349407	6.5976136087363315
33	real	43.032771000000004		1.0	0.0	0.167549028340629	1.3747831417572252	0.4346021942934824	0.223869740549289	3.16331385301025	2.3009547883799	5.96840226352724
34	PyBDEI (psi)					0.19623439728205944	0.3189886586837368	0.26573029456229363	0.8431405811689772	1.200422628549633	3.76321413276263	5.095946550912988
34	PyBDEI (p)					0.18973574592989026	0.2990801896988738	0.2430677169957988	0.931273334593158	1.2304397860619356	4.1140798636673095	5.270488147075421
34	PyBDEI (mu)					0.17864185905425695	0.2912023401664516	0.2343545991179685	1.0	1.2425714761410218	4.267038085719938	5.59779217084995
34	real	125.226151		1.0	0.0	0.17864185905425695	0.2696828284789141	0.26573029456229363	0.931273334593158	1.01487423149525	3.76321413276263	5.597792170849951
34	PyBDEI (lambda)					0.1894467602908257	0.2696828284789141	0.22717024703850006	1.0	1.1871397420860716	4.401984912357486	5.278527848482964
35	real	386.227757		1.0	0.0	0.10207126433031696	0.1792889974537792	0.12026071523796665	0.350139560960445	1.4908359483727496	8.315267359097637	9.797076646017231
35	PyBDEI (mu)					0.10207126433031696	0.2147017643868486	0.1478537733772641	0.2767034281566706	1.4521223197937259	6.763439154497581	9.797076646017231
35	PyBDEI (lambda)					0.07764595386680137	0.1792889974537792	0.11129919414286124	0.4499150822755916	1.6108741741979524	8.984791019388886	12.878971153029575
35	PyBDEI (psi)					0.08079973161092592	0.18884207320052349	0.12026071523796665	0.40668727678146055	1.57027232730864	8.31526735909764	12.376278733390965
35	PyBDEI (p)					0.08671498673045529	0.200178135263292	0.1307625988817587	0.350139560960445	1.5308516118152553	7.6474466594553085	11.532031978605941
36	real	119.8239405		1.0	0.0	0.052300244692993006	0.4425895541035865	0.11258805211421714	0.344795403114044	3.9310525921044706	8.881937125846449	19.120369433643898
36	PyBDEI (lambda)					0.054454164683068206	0.4425895541035865	0.12287337584172807	0.37228966862574575	3.601997186710989	8.138459557651364	18.364068309929227
36	PyBDEI (p)					0.060205572492661875	0.4255984305603929	0.1276474686149182	0.344795403114044	3.3341705493927285	7.834076232383111	16.609758176818012
36	PyBDEI (psi)					0.05543207563356994	0.4095004321800688	0.11258805211421714	0.4087235570133049	3.6371570916303186	8.881937125846449	18.040096615007414
36	PyBDEI (mu)					0.052300244692993006	0.4116649222942567	0.10761173585426394	0.4349937735724687	3.8254649367589884	9.292666752948552	19.120369433643894
