	type	T	sampled_tips	observed_trees	unobserved_trees	mu	mu_min	mu_max	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	p	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	incubation_period	incubation_period_min	incubation_period_max
63	PyBDEI					0.0300444253669474	0.02117591971037629	0.03711253513752605	0.3848881381057924	0.32493153785230716	0.4532677714299622	0.10173020349515244	0.07718067501303988	0.1302477358751238		3.783420507205933			9.829922340100808			33.28404480320414		
63	PhyloDeep			1	0	0.029835685267574873			0.38304549908508334			0.09612552228105202				3.9848470000000002	3.1598430651200005	4.64986810179	10.4030644127602	7.87732661018	10.0	33.516910740669	24.2165307661	42.2201887213
64	PyBDEI					0.03912577510691189	0.032538769368682344	0.046417998566480136	0.18712654376938068	0.14858045727160965	0.21851839455784292	0.16020995554367956	0.1320801700539938	0.18795930371582578		1.1680082123133892			6.241809359514867			25.55859908889937		
64	PhyloDeep			1	0	0.04029721434484785			0.171631164845605			0.1542793924343879				1.1124698	1.0	1.28581887589	6.48174707082335	5.21849120939	8.178214591569999	24.8156111100482	18.4923085708	32.2483380384
64	BEAST2			1	0	0.039301894785365346			0.1860123935747374			0.15871135573475206				1.1720169153215	1.044127069319973	1.3234842772600437	6.30074637930294	5.349487455836534	7.458661791969846	25.4440658767517	22.527217366332074	29.002675828964566
64	real	545.095642		1.0	0.0	0.037711049563551036			0.19818840296493945			0.18508160601107848			0.524067573402039	1.0708163130650403			5.4030220590377995			26.517426896718693		
65	PyBDEI					0.6413312667152288	0.42735089013388744	0.9725068677487753	1.7168516300473236	1.339168145291571	2.312076786220653	0.4290554452885481	0.311581274262444	0.5668316149041149		4.001467989510558			2.3307011039738255			1.5592565837648944		
65	PhyloDeep			1	0	0.6640465903122685			1.69516187748064			0.4421858656775031				3.8335958	3.0157841456700005	4.62864584751	2.26149245740325	1.85702141597	2.81333690398	1.50591843191266	1.06322100399	2.03317133167
65	BEAST2			1	0	0.6803821666217467			1.6526236535965373			0.41745754281198877				3.9587825925110494	3.1528082701718767	4.8521975007924505	2.39545318372741	1.9300309094507515	2.992134126835998	1.46976221461716	1.0638681943393018	1.9832515495121
65	real	11.12784107		1.0	0.0	0.5433503868218993			1.8734368773331291			0.4508041590666495			0.7316640407464409	4.15576662205583			2.2182581502140803			1.8404330322631801		
66	PyBDEI					0.0605099713064298	0.04714039768128852	0.08196823197369571	0.46166050756909205	0.39048563983244045	0.5448269670377637	0.16185535617457572	0.12402579032293175	0.20760170119937216		2.8523029356603384			6.178355932326447			16.526201854168452		
66	BEAST2			1	0	0.06144883258060045			0.45666309683858797			0.16008043362034705				2.85271026889912	2.3045047757126755	3.629599708715797	6.24685964039577	5.204656050778632	7.557427843655398	16.273702168195502	12.864157793133373	21.428725937540108
66	PhyloDeep			1	0	0.06022462107595758			0.4809507441438768			0.17314373130261262				2.7777543	2.247485818	3.58829993367	5.77554839829717	4.88257665755	6.853927158019999	16.6045046383731	12.603103935899998	21.2563637756
66	real	126.8747753		1.0	0.0	0.051294469765019016			0.4881489139098705			0.16262423028674672			0.669291842439362	3.0016985356311494			6.149145168814959			19.4952790150872		
67	real	246.8213651		1.0	0.0	0.08646411798231522			0.454177439001677			0.3533654138431573			0.526703751306	1.2852911496405406			2.8299317387180802			11.5654912504229		
67	BEAST2			1	0	4.623376164641869			0.10489854890137833			0.10062747942075202				1.04244436514968	1.0024555676965303	1.1225029544373182	9.937643333176581	9.700341139100633	9.997780138742533	0.21629215629212398	0.2006136926004601	0.29582890188240124
67	PyBDEI					0.09335158707868127	0.07668743045263383	0.11207976436002484	0.4685367926762949	0.38204486266617216	0.5512737191896958	0.35880627711001195	0.28763312101332983	0.4283295058142287		1.3058210587900023			2.7870192463031938			10.712190668565187		
67	PhyloDeep			1	0	0.0990268595112568			0.41224031435049124			0.3274909854254478				1.2587837	1.11333049338	1.4283178529799998	3.05351916389664	2.52878018223	3.70342730375	10.0982703575117	7.71381887763	12.7147569706
68	real	53.742002		1.0	0.0	0.07226518535204791			0.9954866608963896			0.25075341189139755			0.177217400892237	3.9699825154424597			3.98798162887253			13.837922024670503		
68	BEAST2			1	0	0.09174900202255928			0.8308810749566778			0.2633363727725042				3.1552081704811603	2.4919243896416576	4.248739533251613	3.7974245238955198	2.9241212320184453	4.967753593716841	10.8993011145137	7.982096234353023	15.900981244174654
68	PyBDEI					0.09140310688094397	0.060620581778142724	0.12252201759611325	0.8409497485546213	0.6710147938890799	1.0329191929500987	0.2701904155206837	0.19363810535930293	0.37733733971215877		3.1124336773161536			3.7010935346203926			10.940547144666958		
68	PhyloDeep			1	0	0.08691068931528796			0.9195562677225488			0.2884162340654054				3.1882957999999997	2.48704049224	4.1308620515699985	3.46721121035519	2.6074235228	4.505890986630001	11.5060645345048	8.034290017050001	14.5089953427
69	real	53.4087149		1.0	0.0	0.07909186716948975			1.163763128745235			0.3132835616540036			0.35063685813030804	3.7147277137717087			3.191996396875809			12.6435250018444		
69	BEAST2			1	0	4.640467415410895			0.20820744619243162			0.10094673921746695				2.0625475157141597	1.9357501287936163	2.188252533010645	9.906213987216821	9.549776426438793	9.996071415762533	0.21549553320405201	0.2005085578112217	0.29376749316810313
69	PyBDEI					0.0908844562424404	0.07233225607999694	0.11401783030859532	1.0695191866588858	0.8501909415761232	1.1991312788168125	0.3029650945252821	0.23805275511902413	0.3809047347341124		3.5301729670697606			3.3007102734620504			11.002981602623366		
69	PhyloDeep			1	0	0.10102810956038263			0.9654962785788818			0.28624235905730105				3.3730027999999996	2.69739281428	4.1828714263	3.49354303567564	2.93737891669	4.219226688369998	9.89823529660642	7.79463805474	12.5259485848
70	PyBDEI					0.3038376761847672	0.21233297802981418	0.4098443265958296	1.3229948460716694	1.0627329225846167	1.6030034680985796	0.3494411717624873	0.2676580831541244	0.4510820682244244		3.786030247663259			2.8617120156628046			3.2912310696843554		
70	BEAST2			1	0	0.305423346121126			1.3183397666771481			0.34449947431340333				3.8268266426375095	3.1142747936228674	4.698413291895035	2.90276204918172	2.4126336097765333	3.5101307647239297	3.2741439470819502	2.5529818890022344	4.2461668395090735
70	real	21.574114		1.0	0.0	0.2723032250249573			1.3947535496365455			0.3867177336222568			0.584157405024765	3.6066449205014504			2.5858653820535498			3.6723766305314505		
70	PhyloDeep			1	0	0.32870504043101684			1.2624806231775734			0.3317206051363995				3.8058553	2.9844166121599995	4.55013333089	3.01458511927172	2.49531527058	3.72973337277	3.0422411493561	2.43382036184	3.90189803776
71	PhyloDeep			1	0	0.13810791953975976			0.4526855768478111			0.11499007727412025				3.9367360000000002	3.21022091313	4.606972687790001	8.696402539291629	7.114614476719999	10.0	7.240714387215941	5.536395441590001	9.43970644442
71	BEAST2			1	0	0.15560649639926394			0.39741970402566174			0.110956883570162				3.5817489752617204	3.02240361698049	4.2842569322960085	9.01250979501118	7.555897478059531	9.939222392990679	6.42646690941581	5.023327457457123	8.294725305551488
71	real	61.167586		1.0	0.0	0.13067735491126306			0.4572430631637733			0.12148112555177235			0.4615968161577801	3.7639020966175294			8.23173143529876			7.652435272194281		
71	PyBDEI					0.15661364399014846	0.11495268792382013	0.20902545763959074	0.3992559651918418	0.33633747108400996	0.47746995687185645	0.10945942615174636	0.08164415275968517	0.1416548200334837		3.6475247425319335			9.135805249094538			6.38513972679739		
72	PhyloDeep			1	0	0.0684371716860929			0.1971174949266208			0.1835941345684438				1.073659	1.0	1.19384032557	5.44679710139215	4.5033786753600005	6.60456908867	14.6119422437092	10.4079344057	18.8710896296
72	BEAST2			1	0	0.06653189164540226			0.22652710375870458			0.20531244788132613				1.10332863933141	1.025077179766335	1.1892689234185818	4.87062528511674	4.1251664295374635	5.7319503993584835	15.0303858085043	13.630066373851	16.623669238318946
72	real	605.9493419999999		1.0	0.0	0.06804497628753181			0.2393875782371885			0.21662403971064767			0.319331660323189	1.10508315954659			4.616292823897731			14.6961620763065		
72	PyBDEI					0.06627150317463354	0.05759173053097649	0.07598056848438604	0.2293527341558312	0.19310617151263565	0.27458074704714563	0.20805101950999536	0.18598141600856374	0.2341981210504538		1.1023869755409317			4.8065133367537145			15.08944194859859		
73	BEAST2			1	0	0.0521255402131849			0.3117082098542637			0.128449932983173				2.42669032684585			7.7851344627092995			19.1844534542983		
73	PyBDEI					0.05179061986162966	0.038786200726715694	0.06624066062174692	0.3127518674132888	0.2564269310508044	0.38274298264007606	0.12954207942454574	0.104196500921835	0.15841214775136067		2.414287842240922			7.71949936609184			19.30851576350555		
73	PhyloDeep			1	0	0.05149927035660743			0.31429447327477805			0.13054536201919556				2.4075499	2.02437372758	2.93885167011	7.6601725601937405	6.51817109034	9.01092575373	19.4177508356038	15.5405402818	24.4962083596
73	real	123.28622299999999		1.0	0.0	0.0455061483669881			0.31819582649715866			0.13775130063337335			0.7415413138540641	2.30992974319742			7.259459586966162			21.9750525123642		
74	real	50.246390999999996		1.0	0.0	0.15730131081714605			1.1300656775237978			0.3226588412987172			0.32800346569803995	3.5023546014584			3.0992487172362995			6.35722610832178		
74	PyBDEI					0.16632637678511916	0.12402554198063773	0.22152895617670834	1.0456560263141372	0.7928517168435094	1.2659383283007943	0.3490393449064277	0.2582165985479171	0.4544131703102977		2.9958113363823267			2.865006523170289			6.012275499104527		
74	BEAST2			1	0	0.0398406374501992			0.5454545454545454			0.18181818181818182				3.0	2.307194358619569	3.67577286748115	5.5	2.451827886795294	9.886406138350429	25.1	0.2012320415528908	7.654083427703401
74	PhyloDeep			1	0	0.14475367641628614			1.2476122633014426			0.3775547605784177				3.3044538			2.64862241034384			6.90828740766608		
75	PyBDEI					0.05552835047969898	0.042738912467132024	0.07378052599953924	0.4970592760676529	0.42746205555291983	0.6178291346148302	0.13612295317101886	0.10471816863807501	0.17218597382134293		3.6515463739841847			7.3462996262183955			18.008818763049646		
75	real	88.759151		1.0	0.0	0.05779730721915105			0.5084298586916725			0.1276256694048513			0.605017677164895	3.9837586048527798			7.8354143383790795			17.3018441189359		
75	PhyloDeep			1	0	0.06014472264388886			0.4583204093895939			0.1313711329189629				3.4887452000000003	2.72878916903	4.29236264789	7.612022350578769	6.35862294841	9.14704246438	16.626562664872598	13.021865798699999	21.643201300799998
75	BEAST2			1	0	0.056688669391936286			0.4889155303150463			0.13454006708705696				3.6339771556579	2.9188766242700184	4.620889791338488	7.4327300532184895	6.201486705776171	8.887549119715999	17.6402094232652	13.758770646381295	23.305518196961657
76	PyBDEI					0.15406917899839562	0.11931180025370805	0.19958588757389994	1.3651208678474895	1.1775178754811417	1.5751208678474895	0.438012877001897	0.34307685908758856	0.5511810163860561		3.116622682856826			2.28303790254931			6.490590827451697		
76	real	29.93236441		1.0	0.0	0.17265877407994604			1.3058667507996935			0.4428951181050823			0.691824159284543	2.94847853908803			2.2578709024350494			5.7917705331150495		
76	BEAST2			1	0	4.78893686535527			0.312707732114915			0.11488529520778804				2.7219125959448	2.2881015410906977	3.1703358048959847	8.704334163840059	7.511709412979574	9.836950854733	0.208814613371566	0.2003251956402877	0.2503567418157566
76	PhyloDeep			1	0	0.1328046974982836			1.5883437799315379			0.4512278624634527				3.5200481	2.8601347659900003	4.36275447069	2.21617520367771	1.9029495898	2.6000601639	7.52985413044538	5.78748877147	9.01183131777
77	PhyloDeep			1	0	0.3652043380720637			3.1990347895392515			0.7768938566017802				4.1177244	3.06539637526	4.76347913333	1.28717712400779	1.02066953926	1.7276940803099998	2.73819310383623	1.9542639660900003	3.5890665960000003
77	PyBDEI					0.2749192421388024	0.17794094844200542	0.37225599307195867	3.942586561053392	3.296674048502285	5.826702733443917	0.7845591345143758	0.5356831398932204	1.123630327826119		5.0252254898462985			1.274601181743907			3.637431822597255		
77	real	11.97260036		1.0	0.0	0.30345948987953064			3.2322798643299904			0.8874256126725684			0.362849399126009	3.6423107674294704			1.1268550126566699			3.2953327654936304		
77	BEAST2			1	0	0.33049690055159153			3.4487686908027646			0.7875300359029654				4.37922178656777	3.4059480700953593	4.9708163163200405	1.26979283888953	1.029152618060933	1.6190316572506436	3.02574698380234	2.176566449767257	4.1322074096824934
78	BEAST2			1	0	0.027246801940340626			0.4192932790951387			0.10444468873944697				4.01450072910006	3.240430571273392	4.858079350606781	9.57444569052861	8.543428659960112	9.979007046954141	36.7015550004581	28.398946889653306	46.79793508436335
78	PhyloDeep			1	0	0.02984735389431482			0.3873166444192074			0.09094835839730929				4.258643599999999	3.4177167873000003	4.80082811327	10.995250685355801	9.41987722663	10.0	33.5038075248096	26.6146091532	40.3550080833
78	real	164.848752		1.0	0.0	0.024982913692043			0.4912263757093616			0.10267710145103404			0.90701115427255	4.784186237898661			9.739269865120733			40.0273567897926		
78	PyBDEI					0.027841010817936017	0.019867041998097384	0.03535495728912091	0.4140213977548263	0.3517225458235572	0.4844477956335034	0.09591762416860078	0.07504339795881342	0.12060397317369667		4.316426739543438			10.42561269284812			35.91823610641931		
79	PyBDEI					0.14587506868917416	0.11482165821667548	0.19410242123673693	0.17923949282272822	0.1331763974191812	0.23203293559620158	0.16671037946464734	0.12064728406110034	0.21971677005136744		1.0751549687446893			5.998426751899152			6.855181005129584		
79	PhyloDeep			1	0	0.13437925408169457			0.1991902219996518			0.18815484619300876				1.0586505	1.0	1.18802671545	5.31477142488375	4.174730108	6.70725090381	7.4416248760545995	4.7531611508800005	11.549757496600002
79	BEAST2			1	0	0.14846605124881795			0.1761603421531374			0.16380595544868903				1.07542086409867	1.0137568893999502	1.1511567276106012	6.10478414695516	4.918400997210205	7.838513482362701	6.735546554842191	5.005011248218444	8.097385329929022
79	real	536.1296120000002		1.0	0.0	0.13422950669592504			0.2239345528162022			0.20157870289601468			0.176087602239528	1.1109038286238			4.96084152558445			7.44992680532855		
80	PyBDEI					0.046652061630595765	0.03548326241694512	0.06514727327210966	0.8607907353590082	0.6679046568419512	0.9945600167696085	0.20025025891242276	0.1578900514620858	0.2502349345574302		4.298574893406085			4.993751346096082			21.435279922209727		
80	PhyloDeep			1	0	0.05165133119526089			0.7876714065637954			0.2057830685471892				3.8276784	3.01596152476	4.614451772200001	4.8594862884488705	4.14243360276	5.7954877830900005	19.3605852329272	15.3597782074	22.2573504229
80	BEAST2			1	0	0.0484918951271529			0.8437690332902588			0.20067067713483122				4.20474503468849	3.2971628900355148	4.937200911462739	4.983289109689389	4.263859673607147	5.858460663890071	20.6220028600213	15.896474465350373	27.090516854019327
80	real	83.3193897		1.0	0.0	0.04653167385329602			0.8961836333111867			0.20769044028067613			0.7823454687341759	4.314997031640311			4.81485810636534			21.4907377532297		
81	PhyloDeep			1	0	0.035209098809268626			0.38906642446547846			0.1329058201121378				2.9273843999999998	2.41240925612	3.6868735203	7.52412497177521	6.253085920299998	9.05763740167	28.401749372146803	22.5717184219	35.7550341941
81	real	192.97528		1.0	0.0	0.033155856723351015			0.41106455860752616			0.11788032158965625			0.504524531724421	3.4871346893542596			8.48318011449799			30.160583945813705		
81	PyBDEI					0.035565677488987577	0.026689206197069718	0.04559118148252167	0.3769970239975455	0.3284309673041669	0.4598793933855494	0.13163604789030747	0.10544350926394445	0.15908712406928177		2.863934537989911			7.596703304502894			28.116995671167412		
81	BEAST2			1	0	0.035836215772339544			0.37569091818470624			0.13091075262100804				2.8698247520763	2.402521324822147	3.4934614494244105	7.63879192486992	6.522291044359012	8.99133749058708	27.9047320831196	22.918706405804812	34.718947116011684
82	PhyloDeep			1	0	0.049193341604708896			0.6644227864462058			0.13880723143454918				4.7866583	3.92033528332	5.0	7.20423561269229	5.97401215	8.90000720552	20.3279542999022	15.3668727254	24.271754500100002
82	real	55.06981915		1.0	0.0	0.03847822854266194			0.7315427809163592			0.1598195275157893			0.903842773768335	4.57730536616739			6.25705766713148			25.9887223989865		
82	BEAST2			1	0	0.0503020358677236			0.6488747963475102			0.13607464963599306				4.76852079416177	4.073400246183375	4.9880712396999805	7.348907402481309	6.241340254231838	8.68699094749206	19.879911076156898	15.47803345194652	25.71947111059513
82	PyBDEI					0.03325998867570297	0.025550675942293377	0.041272468068192736	0.9267483010627736	0.7797167818665716	1.0930761666272362	0.12325371748681445	0.09164607068376543	0.16205228945111066		7.519029202197622			8.113345547626007			30.06615575700777		
83	real	69.220122		1.0	0.0	0.06430333404620288			0.8110338513184452			0.20742622269937624			0.6175750552243111	3.9099870824619902			4.8209912275619295			15.5512931768279		
83	PhyloDeep			1	0	0.053134468444090886			0.7578151899242328			0.21963574640811825				3.4503272000000003	2.64700281936	4.43651271723	4.552992927398259	3.74700229307	5.67456164664	18.8201751006923	14.5420132669	22.002799927399998
83	BEAST2			1	0	0.05587921394161708			0.7252984232502914			0.2076163237888341				3.4934556686784903	2.6686084917080857	4.649964651480037	4.8165769519023796	3.9070541306604247	5.969098746289732	17.895742074052897	13.35950410764531	25.27440172177545
83	PyBDEI					0.056063630630280255	0.04169248942328596	0.082118499378452	0.7143679123513254	0.5404819036894267	0.8536652086021863	0.20788381168179865	0.15375137223625568	0.27396593481955006		3.4363806713568747			4.810379374468414			17.836875506594374		
84	PhyloDeep			1	0	0.042796900514487764			0.5968728848357676			0.14497114650104723				4.117184	3.28974573805	4.73801417481	6.897924339673869	5.9043238604	8.32158440982	23.3661781105264	17.887880393499998	27.0939968645
84	real	204.272611		1.0	0.0	0.060459993987390076			0.4359138086073676			0.1269856997489026			0.887936182248978	3.432778726024501			7.874902465217482			16.539862710018898		
84	BEAST2			1	0	0.048157815639352244			0.5225259439770769			0.129703349427491				4.028623364650951	3.1318342870144917	4.911393998001143	7.70990112756523	6.48332480666726	9.160395273445179	20.765061428219102	15.887380473727205	27.528126582816643
84	PyBDEI					0.04700241001087965	0.03245976979841331	0.06564191098575337	0.5296126683870009	0.43034175099722194	0.6255725944541228	0.1305707396606453	0.09992355187954743	0.16770064909489388		4.0561359287959124			7.658683734188918			21.27550480429684		
85	PhyloDeep			1	0	0.18767278444812463			0.6747477976038309			0.14391808865998137				4.6884155	3.75702527108	5.0	6.94839689236413	5.542457029	8.766400464710001	5.32842310056104	3.78586321791	7.025962979760001
85	BEAST2			1	0	0.20448771599602825			0.6165726096331738			0.1336026137861131				4.61497415477407	3.756461547641684	4.9853917078247525	7.48488350385808	6.084932377412486	9.107056740914288	4.890269301161459	3.5648082569246413	6.680417928063679
85	real	34.70963810000001		1.0	0.0	0.20972594639148107			0.5660064406372673			0.14606259734590474			0.8128307659723	3.8750949998297894			6.846379690426871			4.76812724989863		
85	PyBDEI					0.1827225668913065	0.12759172818296816	0.2739658103936139	0.6770073766221759	0.5177380657845749	0.8547916823294681	0.12639887663148502	0.08754384751390662	0.17464333307838886		5.356118619598067			7.9114627174693375			5.472777758178362		
86	PyBDEI					0.08083344491326568	0.06507280460694928	0.10054653960879559	0.3520288289330536	0.29033791360441913	0.46933883579348007	0.24610192407106926	0.19691087757399325	0.33339467103101533		1.4304188407376888			4.063357097977098			12.371116943896187		
86	PhyloDeep			1	0	0.08385297410107641			0.3254489036437188			0.2261219292484499				1.4392629	1.3148003531	1.61452529086	4.422392836128941	3.41365948594	5.65974162437	11.9256354437065	8.326330514430001	17.111302089000002
86	real	389.465572		1.0	0.0	0.07631860064898215			0.36292398111624574			0.2491962288251991			0.15070290584563598	1.4563783040666398			4.01290181923844			13.102965613839999		
86	BEAST2			1	0	0.081453790553655			0.34934111696643905			0.24415067950093275				1.43084228837915	1.3116333713508015	1.5709202368056252	4.0958313204128505	3.275718302829348	5.110217226056217	12.2768994936004	10.504533335025	14.38243433294013
87	BEAST2			1	0	0.03849864243816037			0.12925546535389534			0.11017242005100701				1.17321072999988	1.109688313714141	1.244276348863044	9.07668180055431	7.511130584143433	9.94648655776944	25.9749418854517	23.121334586655077	29.279831665361446
87	PhyloDeep			1	0	0.03923171274061106			0.11933678644798838			0.1027071175676919				1.1619135	1.07402635592	1.2538952197600002	9.73642356714882	7.63904380372	10.0	25.4895830475645	17.542609994	38.1144627313
87	real	884.9905310000001		1.0	0.0	0.03883141767375			0.1299655614952804			0.1073011420252733			0.124218461890226	1.2112225372649699			9.31956530121985			25.752343331930398		
87	PyBDEI					0.03888741058523218	0.03272958488124295	0.046273765128118954	0.12513163692189774	0.10246913014915988	0.1614685989533854	0.106305384792898	0.08470631083235092	0.13847486764060102		1.1770959407717372			9.406861204144832			25.715263242026158		
88	real	14.543254999999998		1.0	0.0	0.4951937247384661			1.9533979523420488			0.4558824400888929			0.287064654218774	4.28487210861018			2.19354796777215			2.0194116969639397		
88	PyBDEI					0.5241028413995821	0.3851018152873308	0.7831139061317245	1.9591144878011748	1.517482311571175	2.501564569061073	0.3934788212663988	0.294626303169399	0.5275937174697525		4.978957905525458			2.541432844546836			1.9080224738518232		
88	BEAST2			1	0	0.5661022589036956			1.8756772169656621			0.4038434549521015				4.64456510057376	3.959369675816016	4.981412421578505	2.4762070246219703	2.046904025466449	2.993900414114852	1.7664653059971598	1.338791283810104	2.292974896224961
88	PhyloDeep			1	0	0.5812601102935566			1.854815197110988			0.4113872962769573				4.5086837	3.76888032957	4.9749640879	2.43079941711854	1.94206509423	2.96821365679	1.72040018279418	1.26515429109	2.21445785349
89	PhyloDeep			1	0	0.06815397597019696			0.78542131069229			0.23543503631886778				3.3360426	2.64147303854	4.12639874762	4.24745617999533	3.55712155007	5.03840045521	14.6726582824352	11.436871860999998	17.9335814621
89	real	70.54642820000002		1.0	0.0	0.05757583715002707			0.9349368955130328			0.19720893191169325			0.7978862096114008	4.740844577626339			5.0707642412859			17.368397048127502		
89	PyBDEI					0.06355434649657088	0.04833403525505806	0.08323885327864389	0.8658606121453262	0.7376054428596525	1.010203378026135	0.2374246725008018	0.186271386317843	0.2974506579044344		3.646885570169217			4.211862185454306			15.734565063208635		
89	BEAST2			1	0	0.06462536041381078			0.8580213955509554			0.23500906590682383				3.6510140246723197	2.8854086635603684	4.6229297135620735	4.25515499217583	3.606721570148039	5.021819650729566	15.473801516877801	12.174876610846141	20.597468090242494
90	real	23.8960318		1.0	0.0	0.27893264075157304			1.4520394609171634			0.34928025440687704			0.575876588981556	4.15723317478371			2.86303043868921			3.5850949437310002		
90	BEAST2			1	0	0.21853716281648497			1.6896454274551438			0.37885022248146255				4.45992988043664	3.4845461864081893	4.970332767959625	2.6395655608963797	2.136314283848252	3.2283062721988043	4.57588076605416	3.4145640951870537	6.139502457516931
90	PhyloDeep			1	0	0.20201764161113492			1.834975387414924			0.4098761570869597				4.476902	3.5391291285900004	5.0	2.4397613345141203	1.93365477665	3.09865841271	4.9500627372183	3.699518511740001	6.46342888837
90	PyBDEI					0.20285956872976	0.14775069289382597	0.30326797652117155	1.7647173534688514	1.261872551725543	2.281822087059889	0.36517736939525935	0.2606039748942326	0.4989357205662378		4.832493745138854			2.7383953218569346			4.929518515008542		
91	BEAST2			1	0	0.024976200554357095			0.1549397630423006			0.11522624194204201				1.3446569152210501	1.1654087670463673	1.5452375340713929	8.67857862189928	7.263036382297819	9.863552602084797	40.0381153980424	34.66864012017552	46.636632651674134
91	PyBDEI					0.02481986022483682	0.019814263391143422	0.030429734323512286	0.15594126526765434	0.1284048945459885	0.18952990239884132	0.11557114859464307	0.09523320306241795	0.13905550572887518		1.3493096431411815			8.652678563465896			40.2903155352711		
91	real	719.5615909999998		1.0	0.0	0.02484341990219798			0.15584505646256214			0.12011065648701252			0.5723858711868559	1.29751231922884			8.32565593468494			40.252107155002705		
91	PhyloDeep			1	0	0.025175515271793267			0.15697308252084663			0.11498548775014851				1.3651556	1.15646930585	1.62946486407	8.69674964698933	6.7783988064999985	10.0	39.7211333791608	30.0260522996	50.0
92	BEAST2			1	0	0.031243535837552686			0.5073196560309067			0.13949938507758988				3.63671607404387	2.9514875883162146	4.575848889876037	7.168490380397	5.623217259346161	9.127793468311662	32.0066206718532	24.65704363609869	42.23490618092718
92	PyBDEI					0.032756972093395634	0.024941426432917184	0.04113032186854165	0.4885939010258016	0.4437653197282027	0.5644253244062203	0.13924706565932976	0.10469395775129746	0.1651444978183535		3.508827268368833			7.181479877260152			30.527852121033412		
92	real	194.436974		1.0	0.0	0.033180261010920975			0.4874823927574786			0.14465241205390025			0.024412580832833	3.37002602193618			6.913123575342669			30.1384006494361		
92	PhyloDeep			1	0	0.03197777743893714			0.4716634501710951			0.13078104576853797				3.6065123	2.8797310563	4.41809917268	7.64636797422345	5.64643257994	9.72375285173	31.2717168011298	23.456402341500002	40.381687775900005
93	real	312.014922		1.0	0.0	0.02858901755705904			0.3371102327221689			0.10865812577242588			0.176422734291013	3.10248525202997			9.20317733157302			34.97846674878429		
93	BEAST2			1	0	0.02815711314064117			0.3771878786748758			0.12429788956016403				3.03454773053331	2.4585852168718456	3.781040253481089	8.04518888887465	6.423710763655302	9.721516228378317	35.5150045036623	27.145119255396516	46.78292649561908
93	PyBDEI					0.02827148146490415	0.020075002176466003	0.03811947281260556	0.3791769358569319	0.31461235315160885	0.4619983951550307	0.1266058261123223	0.0958033952738096	0.16584076254657895		2.994940655578783			7.898530665664778			35.371333520013344		
93	PhyloDeep			1	0	0.03066983680576679			0.33821886302642257			0.12203676848149463				2.7714505000000003	2.24095448459	3.5575761915300004	8.19425171973181	6.1994122784300005	10.0	32.6053251060003	22.6910444859	41.4985123927
94	PhyloDeep			1	0	0.14821955486978614			0.95724039469231			0.2381676975408606				4.0191865	3.24156021141	4.663578508600001	4.19872220425038	3.55722358674	5.02976647687	6.746748098646769	5.48058229016	8.47786683589
94	PyBDEI					0.12724665215029551	0.09911201957365717	0.16733990265536972	1.0607552261762474	0.8442783615936865	1.2100572422080278	0.253489817862907	0.20160589268771684	0.3151420918942723		4.184606841880837			3.9449316285391096			7.858752926708552		
94	real	47.12001959999999		1.0	0.0	0.09300458713634634			1.1947246443977184			0.2589623324117322			0.7397061400763271	4.61350742894217			3.8615654666334605			10.7521578321076		
94	BEAST2			1	0	0.13076417657732392			1.0440735765379268			0.25205284269932793				4.14228050497885	3.353556519009884	4.902412418743921	3.96742202662992	3.4045484582852854	4.637450699920626	7.64735439150398	6.1035825319397405	9.785470282422523
95	PyBDEI					0.024448379257906667	0.0192714424467785	0.031628247864588496	0.38618739724322704	0.3059476252890131	0.4520586617426162	0.11721955614180762	0.09552806495017267	0.14119699213374526		3.2945645756927515			8.530999714674223			40.90250684722168		
95	real	149.3755168		1.0	0.0	0.020781772747787003			0.4360822781589954			0.10315203328090508			0.7234656189874109	4.22756841807907			9.694428390730659			48.1190903267137		
95	PhyloDeep			1	0	0.02656125082761429			0.36774290354662104			0.1124399007594758				3.270573	2.6435609992099995	4.04532803761	8.89364000897809	7.65972572072	10.0	37.6488293601126	30.434626482800002	44.7667589366
95	BEAST2			1	0	0.024814502485266			0.3816945401518356			0.11625324338902099				3.28330228924936	2.694841780098585	3.9657719122803097	8.60191054329277	7.465714196346344	9.731411201545914	40.2990146827955	32.843606932086885	48.584393036699026
96	real	28.022975		1.0	0.0	0.2913660436934683			1.297856679776292			0.44347908067240055			0.278416699249097	2.9265341621266305			2.25489779243658			3.4321089284242405		
96	PhyloDeep			1	0	0.24765482873360226			1.5133087442013093			0.50567180655925				2.9926698	2.5019140313	3.72980460432	1.9775672422876698	1.63942989168	2.45453984823	4.03787806243698	3.1886062670599995	5.33375752768
96	BEAST2			1	0	0.27284955061563426			1.4072764089538867			0.4686616885932813				3.00275538454598	2.5364531613625214	3.6596427339921287	2.13373532409181	1.750670933318697	2.6240215920826624	3.66502344513189	2.8934989255105013	4.700493862237755
96	PyBDEI					0.26982852897070464	0.2108056169508974	0.3472455980219238	1.4189918013883476	1.2392479827789433	1.5860859043048523	0.4736842685397552	0.3664027299242029	0.5822724317023241		2.9956489916009423			2.111110852557419			3.706057338764836		
97	real	188.6290401		1.0	0.0	0.039147417533795935			0.3230127031716749			0.1515333977863592			0.480294746543074	2.13162713890358			6.5992052881296805			25.5444691629199		
