	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
23	PyBDEI (lambda)					0.0292351668841302	0.4675801429899098	0.1073492070093517	0.3862019054328233	4.355692566496336	9.31539251997348	34.20538025191946
23	PyBDEI (mu)					0.031543095471824	0.462985206102289	0.1133537504729578	0.3593680504208829	4.084427768561047	8.821940128382112	31.70265901433969
23	PyBDEI (p)					0.0299478670329148	0.4808873040266421	0.1136327032483847	0.359062840569089	4.231944592354648	8.800283469576044	33.391359688519024
23	real	318.406448		1.0	0.0	0.031543095471824	0.4675801429899098	0.1160298745298559	0.359062840569089	4.029825464213492	8.618470062575891	31.702659014339737
24	PyBDEI (psi)					0.2416856090130279	0.6771221577007119	0.1741817504927378	0.7771797363564219	3.8874460486544655	5.741129579712732	4.13760672008442
24	PyBDEI (lambda)					0.2417408904246873	0.691369245361368	0.1812302087044063	0.7446744424481727	3.814867567078835	5.517843891197189	4.136660530385292
24	PyBDEI (mu)					0.241348172642009	0.6823751555904694	0.1771326752511339	0.7649518191547473	3.852339240193919	5.645485783931322	4.1433916364608105
24	real	48.608508		1.0	0.0	0.241348172642009	0.691369245361368	0.1741817504927378	0.7447356683104871	3.9692404250478206	5.741129579712734	4.1433916364608105
24	PyBDEI (p)					0.2442214499634009	0.6855108215782204	0.180694849475878	0.7447356683104871	3.7937485410713543	5.534192053069535	4.094644430904247
25	PyBDEI (mu)					0.122195509556308	0.2047388964783042	0.177295008035909	0.299206727112388	1.1547922231224734	5.640316730166827	8.183606775985472
25	PyBDEI (psi)					0.1208642962038901	0.2028551421830123	0.1753578856212316	0.3049201283641666	1.156806501540364	5.70262350311393	8.27374196853855
25	real	454.2313047		1.0	0.0	0.122195509556308	0.1999960705141021	0.1753578856212316	0.305363243821061	1.14050229224415	5.702623503113932	8.183606775985476
25	PyBDEI (p)					0.1208288944871713	0.2029040964037105	0.1754512989044865	0.305363243821061	1.1564696167576909	5.6995873284722025	8.276166096232652
25	PyBDEI (lambda)					0.1198568330998315	0.1999960705141021	0.172770580119894	0.3116322843237226	1.1575817501759558	5.788022470643154	8.343287354898466
26	PyBDEI (mu)					0.080845751403843	0.4552132569143597	0.1975696073186453	0.2663695150562514	2.3040652005760176	5.061507250896005	12.369233789476096
26	PyBDEI (psi)					0.0832223380291999	0.4580166291755593	0.2023409901590217	0.2565534149850312	2.263587960183449	4.94215234992223	12.016004641075256
26	real	162.6065953		1.0	0.0	0.080845751403843	0.469349431171597	0.2023409901590217	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476105
26	PyBDEI (p)					0.0826954458121089	0.4558225557202588	0.2004506030132653	0.25997681994349	2.273989446118521	4.988760247998966	12.09256435078764
26	PyBDEI (lambda)					0.0838831327995174	0.469349431171597	0.2091923922624995	0.2475494281934634	2.2436257174335785	4.780288562048551	11.921347792172025
27	PyBDEI (p)					0.1021272440062379	0.2433374509301639	0.1211863177088174	0.05227976387643	2.007961422797311	8.251756624891993	9.791706510154333
27	PyBDEI (psi)					0.1013037139279917	0.2442344304269553	0.1214673218114302	0.0526327543922209	2.0107007118022477	8.23266690239892	9.87130640354228
27	PyBDEI (lambda)					0.1011034066571644	0.2442159876704989	0.1212632214160351	0.0527112255312304	2.0139328711434445	8.246523458000148	9.890863553104005
